id,name,post_code,country,lat,lon
474,Düsseldorf,40231,Germany,51.220507741497,6.81216996826174
475,Düsseldorf,40223,Germany,51.220507741497,6.81216996826174
476,Düsseldorf,40225,Germany,51.220507741497,6.81216996826174
477,Düsseldorf,40227,Germany,51.220507741497,6.81216996826174
478,Düsseldorf,40229,Germany,51.220507741497,6.81216996826174
479,Düsseldorf,40221,Germany,51.220507741497,6.81216996826174
480,Düsseldorf,40219,Germany,51.220507741497,6.81216996826174
481,Düsseldorf,40212,Germany,51.220507741497,6.81216996826174
482,Düsseldorf,40211,Germany,51.220507741497,6.81216996826174
483,Düsseldorf,40215,Germany,51.220507741497,6.81216996826174
484,Düsseldorf,40217,Germany,51.220507741497,6.81216996826174
485,Düsseldorf,40210,Germany,51.220507741497,6.81216996826174
486,Leipzig,04109,Germany,51.3396,12.3713
487,Leipzig,04319,Germany,51.3396,12.3713
488,Leipzig,04318,Germany,51.3396,12.3713
489,Leipzig,04317,Germany,51.3396,12.3713
490,Leipzig,04316,Germany,51.3396,12.3713
491,Leipzig,04315,Germany,51.3396,12.3713
492,Leipzig,04329,Germany,51.3396,12.3713
493,Leipzig,04328,Germany,51.3396,12.3713
494,Leipzig,04357,Germany,51.3396,12.3713
495,Leipzig,04356,Germany,51.3396,12.3713
496,Leipzig,04349,Germany,51.3396,12.3713
497,Leipzig,04347,Germany,51.3396,12.3713
498,Leipzig,04277,Germany,51.3396,12.3713
499,Leipzig,04275,Germany,51.3396,12.3713
500,Leipzig,04279,Germany,51.3396,12.3713
501,Leipzig,04289,Germany,51.3396,12.3713
502,Leipzig,04288,Germany,51.3396,12.3713
503,Leipzig,04299,Germany,51.3396,12.3713
504,Leipzig,04209,Germany,51.3396,12.3713
505,Leipzig,04207,Germany,51.3396,12.3713
506,Leipzig,04205,Germany,51.3396,12.3713
507,Leipzig,04249,Germany,51.3396,12.3713
508,Leipzig,04229,Germany,51.3396,12.3713
509,Leipzig,04157,Germany,51.3396,12.3713
510,Leipzig,04155,Germany,51.3396,12.3713
511,Leipzig,04159,Germany,51.3396,12.3713
512,Leipzig,04158,Germany,51.3396,12.3713
513,Leipzig,04179,Germany,51.3396,12.3713
514,Leipzig,04178,Germany,51.3396,12.3713
515,Leipzig,04177,Germany,51.3396,12.3713
516,Leipzig,04129,Germany,51.3396,12.3713
517,Leipzig,04107,Germany,51.3396,12.3713
518,Leipzig,04105,Germany,51.3396,12.3713
519,Leipzig,04103,Germany,51.3396,12.3713
520,Dortmund,44135,Germany,51.504225397481,7.48365411122495
521,Dortmund,44143,Germany,51.504225397481,7.48365411122495
522,Dortmund,44145,Germany,51.504225397481,7.48365411122495
523,Dortmund,44141,Germany,51.504225397481,7.48365411122495
524,Dortmund,44147,Germany,51.504225397481,7.48365411122495
525,Dortmund,44149,Germany,51.504225397481,7.48365411122495
526,Dortmund,44139,Germany,51.504225397481,7.48365411122495
527,Dortmund,44137,Germany,51.504225397481,7.48365411122495
528,Dortmund,44263,Germany,51.504225397481,7.48365411122495
529,Dortmund,44265,Germany,51.504225397481,7.48365411122495
530,Dortmund,44267,Germany,51.504225397481,7.48365411122495
